Start,Destination,Via Road,Distance (km),Signals,Congestion Count,Waterlogging Count,Congestion Points,Waterlogging Points,Route Type,Time (Car),Time (Bike),Time (Cycle),Time (Bus),Expense (Car),Expense (Bike),Expense (Cycle),Expense (Bus),Pollution (Car),Pollution (Bike),Pollution (Cycle),Pollution (Bus),Total Time
"Kashmere Gate, Delhi","Saket, Delhi",Outer Ring Road,23.79,8,2,2,"Rohini West Metro Station, Mukraba to Madhuban Chowk","Anuvrat Marg, Najafgarh Road",Internal Road,68.53,55.04,120.11,62.61,185.4,107.04,0.24,21.59,426.12,303.97,-0.33,331.34,37.586
"Kashmere Gate, Delhi","Saket, Delhi",DND Flyway,38.02,12,2,3,"Britannia Chowk, Under IIT Flyover","Akbar Road, Najafgarh Road, Choudhary Fateh Singh Marg",Highway,103.34,81.94,185.39,94.29,279.68,165.41,0.38,13.36,635.42,440.74,-0.4,502.97,43.534666666666666
"Kashmere Gate, Delhi","Saket, Delhi",Najafgarh Road,9.23,7,3,1,"Adchini Village, Ashram Chowk, Mukraba to Madhuban Chowk",Mathura Road,Main Road,39.48,33.47,61.44,35.81,82.85,42.27,0.09,18.94,216.33,127.58,-0.21,153.93,34.61533333333333
"Ashok Vihar, Delhi","Khan Market, Delhi",Rohtak Road,41.11,9,1,1,Azadpur Flyover,Africa Avenue Road,Main Road,97.14,74.78,183.86,88.58,306.46,177.07,0.41,31.23,682.79,441.15,0.14,551.17,30.740666666666666
"Ashok Vihar, Delhi","Khan Market, Delhi",Barapullah Corridor,33.44,5,3,1,"Under IIT Flyover, Peera Garhi Chowk, Dwarka Link Road",Ring Road,Internal Road,86.26,68.54,155.64,80.2,248.83,146.66,0.33,30.59,570.26,396.51,0.01,470.35,36.22933333333333
"Ashok Vihar, Delhi","Khan Market, Delhi",Outer Ring Road,25.28,12,4,1,"Rohini West Metro Station, Barapullah Flyover, MB Road (Saket Metro to Khanpur), Kashmiri Gate Ring Road",Outer Ring Road,Internal Road,79.8,64.76,136.36,72.4,189.78,107.44,0.25,20.8,443.1,287.51,-0.49,369.71,38.68533333333333
"Ashok Vihar, Delhi","Khan Market, Delhi",Mathura Road,30.41,12,4,3,"Captain Gaud Marg, MB Road (Saket Metro to Khanpur), Kashmiri Gate Ring Road, Dwarka Link Road","Akbar Road, Dwarka Link Road, SSN Marg",Internal Road,96.19,78.59,163.01,88.02,230.91,131.5,0.3,20.75,511.72,344.6,-0.27,412.09,49.02733333333333
"Ashok Vihar, Delhi","Khan Market, Delhi",Mehrauli-Gurgaon Road,20.83,10,3,3,"Kalindi Kunj Road, Britannia Chowk, Mukraba to Madhuban Chowk","Choudhary Fateh Singh Marg, Tilak Marg, Dwarka Link Road",Highway,71.47,59.05,118.13,65.06,162.97,93.46,0.21,24.65,399.55,276.7,0.48,327.08,45.388666666666666
"Ashok Vihar, Delhi","Khan Market, Delhi",NH44,38.33,6,4,2,"Dwarka Link Road, Barapullah Flyover, Yusuf Sarai Market, Azadpur Flyover","Shankar Road, Ring Road",Internal Road,103.8,83.43,183.45,96.87,283.88,159.56,0.38,20.83,661.96,450.58,-0.38,529.83,44.55533333333334
"Ashok Vihar, Delhi","Khan Market, Delhi",NH48,30.43,8,4,2,"Under IIT Flyover, NH-48 Gurugram Border, MB Road (Saket Metro to Khanpur), Adchini Village","Africa Avenue Road, Anuvrat Marg",Main Road,90.03,73.21,154.88,83.06,230.43,131.32,0.3,28.42,531.25,361.54,-0.39,433.97,44.028666666666666
"Ashok Vihar, Delhi","Khan Market, Delhi",Mehrauli-Gurgaon Road,31.93,12,2,3,"Captain Gaud Marg, Mukraba to Madhuban Chowk","Africa Avenue Road, Ring Road, Anuvrat Marg",Highway,91.61,73.25,161.47,82.87,237.12,138.53,0.32,12.86,543.53,368.07,0.19,447.76,43.12866666666667
"Ashok Vihar, Delhi","Khan Market, Delhi",Mehrauli-Gurgaon Road,20.28,11,4,3,"Adchini Village, Ashram Chowk, Peera Garhi Chowk, Barapullah Flyover","GT Road, Anuvrat Marg, Ring Road",Internal Road,75.59,63.24,121.65,68.53,151.98,96.01,0.2,28.35,363.44,234.63,-0.13,298.24,48.352000000000004
"Laxmi Nagar, Delhi","Dwarka, Delhi",NH44,44.37,12,2,3,"Dwarka Link Road, Lala Lajpat Rai Marg near CGO Complex","Tilak Marg, Choudhary Fateh Singh Marg, Africa Avenue Road",Highway,116.33,91.75,211.07,106.19,321.65,182.5,0.44,32.54,725.38,503.43,0.22,575.87,43.958
"Laxmi Nagar, Delhi","Dwarka, Delhi",Mehrauli-Gurgaon Road,23.03,5,3,3,"Ashram Chowk, Kashmiri Gate Ring Road, NH-48 Gurugram Border","SSN Marg, Dwarka Link Road, Choudhary Fateh Singh Marg",Highway,71.05,58.53,119.61,66.68,176.33,97.58,0.23,11.42,426.24,291.52,0.42,327.06,45.535333333333334
"Laxmi Nagar, Delhi","Dwarka, Delhi",Mathura Road,23.04,12,2,2,"Under IIT Flyover, Dwarka Link Road","Dwarka Link Road, Ashoka Road",Internal Road,70.69,56.77,122.77,63.2,175.48,101.38,0.23,15.56,418.29,298.52,0.01,351.12,37.536
"Laxmi Nagar, Delhi","Dwarka, Delhi",Rohtak Road,31.81,9,2,1,"Peera Garhi Chowk, Lala Lajpat Rai Marg near CGO Complex",Ring Road,Main Road,82.09,64.39,150.22,75.14,239.52,140.08,0.32,19.44,552.58,364.37,0.21,447.97,33.120666666666665
"Kalkaji, Delhi","RK Puram, Delhi",NH48,26.54,5,3,3,"Mukraba to Madhuban Chowk, Under IIT Flyover, Kalindi Kunj Road","Tilak Marg, Anuvrat Marg, Mathura Road",Internal Road,78.8,64.53,134.38,73.26,199.17,119.87,0.27,28.99,472.26,323.89,0.18,386.15,45.769333333333336
"Kalkaji, Delhi","RK Puram, Delhi",Mehrauli-Gurgaon Road,31.32,11,4,3,"NH-48 Gurugram Border, Captain Gaud Marg, Barapullah Flyover, Ashram Chowk","Najafgarh Road, Shankar Road, Aurobindo Marg",Highway,97.19,79.33,165.32,89.22,237.59,138.82,0.31,23.56,527.73,366.05,-0.38,451.65,49.088
"Kalkaji, Delhi","RK Puram, Delhi",NH48,44.48,6,2,2,"Under IIT Flyover, Britannia Chowk","Kanjhawala Road, Dwarka Link Road",Highway,108.16,84.71,200.11,100.4,324.28,191.76,0.44,22.52,723.26,487.71,0.12,597.02,38.965333333333334
"Kalkaji, Delhi","RK Puram, Delhi",NH48,29.84,6,3,3,"Britannia Chowk, NH-48 Gurugram Border, Yusuf Sarai Market","Ring Road, Boulevard Road, Ashoka Road",Highway,86.16,70.04,148.84,79.95,225.51,126.88,0.3,21.55,530.92,341.09,-0.33,407.24,45.989333333333335
"Pitampura, Delhi","Janakpuri, Delhi",Vikas Marg,13.18,12,1,2,NH-48 Gurugram Border,"Ashoka Road, Shankar Road",Internal Road,47.12,38.13,79.48,40.71,105.36,58.03,0.13,20.7,269.79,180.9,-0.36,228.61,33.87866666666667
"Pitampura, Delhi","Janakpuri, Delhi",Outer Ring Road,15.46,11,3,1,"Barapullah Flyover, MB Road (Saket Metro to Khanpur), Dwarka Link Road",Dwarka Link Road,Internal Road,55.51,45.58,91.93,49.49,127.53,73.83,0.15,20.0,329.71,194.29,-0.27,242.55,35.03066666666666
"Pitampura, Delhi","Janakpuri, Delhi",Najafgarh Road,35.17,10,4,2,"MB Road (Saket Metro to Khanpur), NH-48 Gurugram Border, Kalindi Kunj Road, Adchini Village","Tilak Marg, Ring Road",Highway,101.17,81.58,176.5,92.94,261.19,155.37,0.35,14.8,579.07,394.5,0.36,492.09,44.34466666666667
"Pitampura, Delhi","Janakpuri, Delhi",Mehrauli-Gurgaon Road,41.92,11,3,3,"Rohini West Metro Station, Peera Garhi Chowk, Azadpur Flyover","GT Road, Tilak Marg, Choudhary Fateh Singh Marg",Main Road,114.12,90.96,203.46,105.1,311.33,180.86,0.42,31.57,720.47,458.13,-0.02,562.65,46.79466666666667
"Pitampura, Delhi","Janakpuri, Delhi",Rohtak Road,32.45,8,3,1,"Under IIT Flyover, Azadpur Flyover, Mukraba to Madhuban Chowk",Boulevard Road,Main Road,86.93,69.1,155.83,79.84,241.32,139.96,0.32,15.04,540.1,379.44,0.27,449.12,36.163333333333334
"Connaught Place, Delhi","Noida, Delhi",Outer Ring Road,30.59,6,3,3,"Captain Gaud Marg, Barapullah Flyover, Kalindi Kunj Road","Aurobindo Marg, Choudhary Fateh Singh Marg, Tilak Marg",Highway,87.48,70.98,151.66,81.36,226.6,135.29,0.31,19.21,553.27,372.48,-0.45,417.69,46.03933333333333
"Connaught Place, Delhi","Noida, Delhi",Barapullah Corridor,5.41,10,3,2,"Azadpur Flyover, Dwarka Link Road, Kalindi Kunj Road","Shankar Road, Tilak Marg",Main Road,37.31,32.61,53.14,33.14,56.82,31.44,0.05,19.48,168.62,99.03,0.03,125.22,39.36066666666667
"Connaught Place, Delhi","Noida, Delhi",Barapullah Corridor,34.31,12,4,1,"Lala Lajpat Rai Marg near CGO Complex, Azadpur Flyover, Ashram Chowk, Rohini West Metro Station",GT Road,Internal Road,98.04,78.49,172.66,89.33,253.69,151.49,0.34,26.29,607.6,385.91,-0.3,471.33,39.287333333333336
"Connaught Place, Delhi","Noida, Delhi",Rohtak Road,12.85,7,3,3,"Azadpur Flyover, Rohini West Metro Station, Kashmiri Gate Ring Road","Choudhary Fateh Singh Marg, Akbar Road, Ring Road",Highway,52.55,44.73,81.75,48.59,106.21,63.17,0.13,17.16,280.6,165.24,0.32,194.89,44.85666666666667
"Shalimar Bagh, Delhi","Rajinder Nagar, Delhi",Barapullah Corridor,37.08,6,3,3,"Mukraba to Madhuban Chowk, MB Road (Saket Metro to Khanpur), Britannia Chowk","Boulevard Road, Mathura Road, Tilak Marg",Highway,100.59,80.85,177.75,93.52,272.04,163.17,0.37,20.48,654.67,436.18,0.28,521.81,46.472
"Shalimar Bagh, Delhi","Rajinder Nagar, Delhi",Vikas Marg,9.27,8,3,3,"Lala Lajpat Rai Marg near CGO Complex, Captain Gaud Marg, Rohini West Metro Station","Shankar Road, Africa Avenue Road, Outer Ring Road",Main Road,46.34,40.11,68.88,42.38,83.05,48.53,0.09,26.41,209.12,137.69,-0.07,166.68,44.617999999999995
"Shalimar Bagh, Delhi","Rajinder Nagar, Delhi",Najafgarh Road,36.51,12,2,3,"Yusuf Sarai Market, Azadpur Flyover","Dwarka Link Road, Anuvrat Marg, Kanjhawala Road",Highway,101.03,80.38,180.05,91.46,267.5,160.38,0.37,12.68,633.38,433.35,-0.02,485.96,43.434
"Shalimar Bagh, Delhi","Rajinder Nagar, Delhi",DND Flyway,12.67,12,1,2,Dwarka Link Road,"Boulevard Road, GT Road",Highway,45.87,37.13,77.2,39.76,108.69,56.9,0.13,9.57,269.77,167.95,-0.43,227.73,33.84466666666667
"Laxmi Nagar, Delhi","Dwarka, Delhi",NH44,45.45,7,1,1,MB Road (Saket Metro to Khanpur),Outer Ring Road,Main Road,103.87,79.74,198.27,95.72,331.08,192.36,0.45,14.39,743.5,503.72,0.28,588.43,31.03
"Laxmi Nagar, Delhi","Dwarka, Delhi",Outer Ring Road,9.21,5,2,3,"Adchini Village, Ashram Chowk","Choudhary Fateh Singh Marg, Najafgarh Road, Akbar Road",Internal Road,39.67,34.07,60.6,36.77,76.78,45.47,0.09,9.04,224.17,138.54,0.44,188.6,41.614000000000004
"Laxmi Nagar, Delhi","Dwarka, Delhi",Najafgarh Road,49.01,12,3,2,"Yusuf Sarai Market, Lala Lajpat Rai Marg near CGO Complex, NH-48 Gurugram Border","Anuvrat Marg, Ring Road",Main Road,126.56,99.66,230.58,115.89,362.82,202.15,0.49,17.67,796.73,546.98,-0.32,640.35,42.26733333333333
"Laxmi Nagar, Delhi","Dwarka, Delhi",Outer Ring Road,47.97,12,2,2,"Dwarka Link Road, Britannia Chowk","Ashoka Road, Kanjhawala Road",Highway,120.45,94.07,222.39,109.94,349.49,203.28,0.48,34.15,818.38,515.72,-0.47,629.8,39.198
"Laxmi Nagar, Delhi","Dwarka, Delhi",Mathura Road,26.9,6,4,2,"Mukraba to Madhuban Chowk, Rohini West Metro Station, Ashram Chowk, Lala Lajpat Rai Marg near CGO Complex","Shankar Road, Akbar Road",Main Road,81.01,66.36,137.81,75.44,200.52,115.15,0.27,11.45,489.65,312.44,-0.04,366.99,43.79333333333334
"Kalkaji, Delhi","RK Puram, Delhi",Mehrauli-Gurgaon Road,10.21,8,4,1,"Ashram Chowk, Barapullah Flyover, NH-48 Gurugram Border, Adchini Village",Boulevard Road,Highway,46.59,39.88,71.0,42.14,87.08,50.74,0.1,22.53,228.96,166.09,-0.21,194.16,37.68066666666667
"Kalkaji, Delhi","RK Puram, Delhi",Outer Ring Road,5.95,6,2,2,"Barapullah Flyover, MB Road (Saket Metro to Khanpur)","Outer Ring Road, Ring Road",Highway,31.09,26.91,45.99,28.16,61.24,28.92,0.06,16.47,160.3,94.89,0.3,116.48,36.39666666666667
"Kalkaji, Delhi","RK Puram, Delhi",Barapullah Corridor,42.62,12,4,1,"Barapullah Flyover, Adchini Village, Mukraba to Madhuban Chowk, Azadpur Flyover",Boulevard Road,Internal Road,114.44,90.73,205.68,104.91,308.45,176.81,0.43,16.17,692.93,490.01,0.37,560.35,39.84133333333333
"Kalkaji, Delhi","RK Puram, Delhi",NH44,26.25,5,4,2,"Captain Gaud Marg, Under IIT Flyover, Adchini Village, Barapullah Flyover","GT Road, SSN Marg",Internal Road,78.75,64.62,133.75,73.72,196.96,117.46,0.26,14.81,444.17,310.33,-0.32,380.46,43.75
"Kalkaji, Delhi","RK Puram, Delhi",NH48,19.42,10,1,3,Barapullah Flyover,"Tilak Marg, Ashoka Road, Kanjhawala Road",Internal Road,60.94,49.23,104.78,54.41,152.2,88.41,0.19,18.97,365.23,238.07,-0.27,297.84,39.29466666666667
"Shalimar Bagh, Delhi","Rajinder Nagar, Delhi",Mehrauli-Gurgaon Road,27.6,10,2,2,"Barapullah Flyover, Lala Lajpat Rai Marg near CGO Complex","Shankar Road, Tilak Marg",Highway,77.92,62.12,138.12,70.75,208.92,125.17,0.28,20.3,483.25,330.64,0.25,376.84,37.84
"Shalimar Bagh, Delhi","Rajinder Nagar, Delhi",Najafgarh Road,20.18,6,2,3,"Peera Garhi Chowk, Adchini Village","Najafgarh Road, Ashoka Road, Ring Road",Highway,62.66,51.37,106.02,57.84,160.17,91.1,0.2,15.76,368.61,235.49,0.29,297.23,42.34533333333333
"Shalimar Bagh, Delhi","Rajinder Nagar, Delhi",Najafgarh Road,32.94,7,3,3,"Rohini West Metro Station, NH-48 Gurugram Border, MB Road (Saket Metro to Khanpur)","GT Road, Tilak Marg, Najafgarh Road",Internal Road,92.96,75.09,162.34,86.26,241.73,139.85,0.33,27.59,580.4,384.56,-0.05,467.28,46.196
"Shalimar Bagh, Delhi","Rajinder Nagar, Delhi",Vikas Marg,46.85,9,3,2,"Lala Lajpat Rai Marg near CGO Complex, Peera Garhi Chowk, Mukraba to Madhuban Chowk","Africa Avenue Road, Aurobindo Marg",Internal Road,119.27,94.04,217.47,110.34,343.79,195.21,0.47,31.67,769.39,527.8,0.07,635.49,42.123333333333335
"Shalimar Bagh, Delhi","Rajinder Nagar, Delhi",Mathura Road,20.76,8,1,2,Britannia Chowk,"Ashoka Road, Aurobindo Marg",Main Road,58.21,46.23,103.73,52.93,160.58,97.34,0.21,18.97,368.68,270.16,0.33,301.48,34.384
"Govindpuri, Delhi","Seelampur, Delhi",Outer Ring Road,16.22,11,3,2,"Rohini West Metro Station, Under IIT Flyover, Kalindi Kunj Road","GT Road, Anuvrat Marg",Internal Road,59.59,49.28,97.53,53.91,128.78,76.84,0.16,25.64,341.5,231.33,-0.09,252.16,40.08133333333333
"Govindpuri, Delhi","Seelampur, Delhi",Mehrauli-Gurgaon Road,35.87,11,4,1,"Adchini Village, Azadpur Flyover, Rohini West Metro Station, Kashmiri Gate Ring Road",GT Road,Internal Road,100.61,80.47,177.85,91.76,264.93,149.94,0.36,26.84,611.31,422.86,-0.4,478.38,39.391333333333336
"Govindpuri, Delhi","Seelampur, Delhi",Mathura Road,30.12,10,4,2,"Kalindi Kunj Road, Mukraba to Madhuban Chowk, Under IIT Flyover, Kashmiri Gate Ring Road","Mathura Road, Aurobindo Marg",Main Road,91.11,74.05,156.35,83.47,225.36,125.71,0.3,24.57,512.35,343.57,-0.01,424.24,44.007999999999996
"Govindpuri, Delhi","Seelampur, Delhi",NH44,34.24,9,3,1,"Kashmiri Gate Ring Road, Adchini Village, Lala Lajpat Rai Marg near CGO Complex",Aurobindo Marg,Internal Road,91.6,72.68,164.58,83.7,251.55,148.64,0.34,13.84,571.25,400.59,0.4,477.27,36.28266666666667
"Govindpuri, Delhi","Seelampur, Delhi",NH48,14.95,7,2,1,"Peera Garhi Chowk, Azadpur Flyover",Tilak Marg,Highway,47.17,38.3,80.57,42.53,116.8,69.45,0.15,9.37,302.45,196.83,0.28,251.0,31.996666666666666
"Punjabi Bagh, Delhi","Wazirabad, Delhi",Mehrauli-Gurgaon Road,23.07,11,4,2,"Kalindi Kunj Road, NH-48 Gurugram Border, Adchini Village, Dwarka Link Road","SSN Marg, Anuvrat Marg",Internal Road,77.48,63.74,129.12,70.76,175.44,106.47,0.23,21.6,437.96,292.25,-0.24,323.41,43.538
"Punjabi Bagh, Delhi","Wazirabad, Delhi",Outer Ring Road,18.0,11,4,2,"NH-48 Gurugram Border, Lala Lajpat Rai Marg near CGO Complex, Rohini West Metro Station, Ashram Chowk","Aurobindo Marg, Choudhary Fateh Singh Marg",Highway,67.41,56.2,108.91,61.25,138.24,79.55,0.18,17.31,355.94,229.59,0.06,268.28,43.2
"Punjabi Bagh, Delhi","Wazirabad, Delhi",Barapullah Corridor,32.26,9,1,3,Barapullah Flyover,"Ring Road, Africa Avenue Road, Anuvrat Marg",Internal Road,86.1,68.17,155.12,77.99,236.66,141.72,0.32,13.62,545.13,353.35,-0.48,450.74,40.150666666666666
"Punjabi Bagh, Delhi","Wazirabad, Delhi",Outer Ring Road,33.96,10,4,3,"MB Road (Saket Metro to Khanpur), Mukraba to Madhuban Chowk, Peera Garhi Chowk, Yusuf Sarai Market","Ring Road, SSN Marg, Dwarka Link Road",Main Road,101.98,83.0,174.9,93.68,251.38,148.0,0.34,24.63,588.33,374.48,0.15,466.2,49.263999999999996
"Pitampura, Delhi","Janakpuri, Delhi",NH44,17.02,8,3,1,"Britannia Chowk, Adchini Village, Rohini West Metro Station",Akbar Road,Main Road,56.3,46.19,94.33,50.91,132.5,78.92,0.17,28.31,318.8,205.4,0.24,245.21,35.13466666666667
"Pitampura, Delhi","Janakpuri, Delhi",DND Flyway,48.97,11,3,3,"MB Road (Saket Metro to Khanpur), Kashmiri Gate Ring Road, Azadpur Flyover","Africa Avenue Road, Shankar Road, Outer Ring Road",Highway,128.66,101.97,232.1,118.32,353.61,202.89,0.49,16.73,808.34,551.32,-0.05,659.81,47.26466666666667
"Pitampura, Delhi","Janakpuri, Delhi",Vikas Marg,20.19,11,4,1,"Mukraba to Madhuban Chowk, Lala Lajpat Rai Marg near CGO Complex, Under IIT Flyover, Peera Garhi Chowk",Outer Ring Road,Main Road,68.86,56.56,114.73,62.36,160.91,92.46,0.2,28.0,361.84,235.83,-0.24,322.12,38.346000000000004
"Pitampura, Delhi","Janakpuri, Delhi",NH44,43.31,6,4,3,"Ashram Chowk, Mukraba to Madhuban Chowk, Lala Lajpat Rai Marg near CGO Complex, Under IIT Flyover","Najafgarh Road, GT Road, SSN Marg",Main Road,117.19,94.33,206.81,109.21,321.08,188.04,0.43,29.18,745.52,474.86,-0.18,566.88,49.88733333333333
"Punjabi Bagh, Delhi","Wazirabad, Delhi",Najafgarh Road,38.43,7,1,2,Barapullah Flyover,"Africa Avenue Road, Choudhary Fateh Singh Marg",Highway,93.12,72.5,173.48,85.56,287.56,163.31,0.38,29.59,632.3,440.38,-0.47,538.95,35.562
"Punjabi Bagh, Delhi","Wazirabad, Delhi",Outer Ring Road,49.06,10,2,1,"Britannia Chowk, Captain Gaud Marg",SSN Marg,Internal Road,117.75,91.22,220.87,107.99,359.94,207.82,0.49,22.88,792.33,530.4,0.4,655.2,34.27066666666667
"Punjabi Bagh, Delhi","Wazirabad, Delhi",NH44,31.54,7,2,2,"Peera Garhi Chowk, Rohini West Metro Station","Shankar Road, Anuvrat Marg",Highway,83.29,66.12,149.87,76.64,234.44,138.18,0.32,23.38,559.29,351.09,0.31,441.19,38.102666666666664
"Punjabi Bagh, Delhi","Wazirabad, Delhi",Rohtak Road,28.54,7,2,3,"Under IIT Flyover, Lala Lajpat Rai Marg near CGO Complex","Dwarka Link Road, Tilak Marg, Outer Ring Road",Main Road,80.27,64.6,140.85,74.01,214.45,122.15,0.29,28.55,511.86,332.16,0.3,397.99,42.90266666666666
"Punjabi Bagh, Delhi","Wazirabad, Delhi",Mehrauli-Gurgaon Road,45.82,7,2,1,"MB Road (Saket Metro to Khanpur), Barapullah Flyover",Africa Avenue Road,Internal Road,108.48,84.17,203.62,100.41,334.19,194.81,0.46,18.99,765.13,498.53,0.48,617.44,34.05466666666666
"Rithala, Delhi","Chhatarpur, Delhi",DND Flyway,21.62,7,3,2,"NH-48 Gurugram Border, Azadpur Flyover, Kalindi Kunj Road","Najafgarh Road, Shankar Road",Internal Road,67.15,54.94,113.89,62.04,169.73,96.61,0.22,14.23,389.93,271.92,-0.16,309.76,40.44133333333333
"Rithala, Delhi","Chhatarpur, Delhi",Mathura Road,19.14,8,2,2,"Mukraba to Madhuban Chowk, Azadpur Flyover","Akbar Road, Dwarka Link Road",Internal Road,59.56,48.4,101.84,53.89,146.65,90.93,0.19,12.32,381.97,249.28,-0.19,288.16,37.275999999999996
"Rithala, Delhi","Chhatarpur, Delhi",Outer Ring Road,38.89,7,2,1,"Dwarka Link Road, Ashram Chowk",Anuvrat Marg,Main Road,94.84,73.99,176.12,87.42,291.99,160.81,0.39,17.64,666.46,442.08,0.04,507.01,33.592666666666666
"Rithala, Delhi","Chhatarpur, Delhi",Rohtak Road,29.13,6,1,1,Adchini Village,Dwarka Link Road,Main Road,70.64,54.88,131.91,64.62,215.05,123.74,0.29,27.5,498.15,345.15,-0.14,400.18,29.942
"Rithala, Delhi","Chhatarpur, Delhi",NH44,13.44,8,1,1,Mukraba to Madhuban Chowk,Dwarka Link Road,Highway,40.64,32.32,71.53,36.2,106.13,65.8,0.13,25.97,294.3,199.4,0.19,213.01,28.896
"South Extension, Delhi","Bhikaji Cama Place, Delhi",Mathura Road,34.68,12,2,3,"Rohini West Metro Station, Mukraba to Madhuban Chowk","Aurobindo Marg, Ring Road, Mathura Road",Main Road,96.8,77.06,172.16,88.03,254.54,144.42,0.35,20.43,619.63,395.03,0.11,473.54,43.312
"South Extension, Delhi","Bhikaji Cama Place, Delhi",Vikas Marg,44.38,12,4,2,"MB Road (Saket Metro to Khanpur), NH-48 Gurugram Border, Adchini Village, Peera Garhi Chowk","Tilak Marg, Aurobindo Marg",Highway,120.65,96.06,215.41,111.21,329.34,188.12,0.44,29.53,739.15,498.95,0.04,576.7,44.958666666666666
"South Extension, Delhi","Bhikaji Cama Place, Delhi",Vikas Marg,18.77,10,4,1,"Dwarka Link Road, Captain Gaud Marg, NH-48 Gurugram Border, Barapullah Flyover",Outer Ring Road,Main Road,65.53,54.15,108.07,59.19,144.45,80.58,0.19,17.06,353.66,249.4,-0.21,292.65,38.251333333333335
"South Extension, Delhi","Bhikaji Cama Place, Delhi",Mehrauli-Gurgaon Road,8.53,6,4,1,"Rohini West Metro Station, NH-48 Gurugram Border, Adchini Village, Peera Garhi Chowk",Anuvrat Marg,Internal Road,41.41,35.95,61.47,37.99,78.84,44.22,0.09,20.4,217.05,142.51,0.21,160.05,37.568666666666665
"South Extension, Delhi","Bhikaji Cama Place, Delhi",Outer Ring Road,11.82,10,1,1,Mukraba to Madhuban Chowk,SSN Marg,Internal Road,39.51,31.6,68.15,34.16,93.32,53.95,0.12,25.5,254.7,186.76,-0.16,186.85,28.788
"Connaught Place, Delhi","Noida, Delhi",Rohtak Road,25.19,12,4,1,"Captain Gaud Marg, Adchini Village, Mukraba to Madhuban Chowk, NH-48 Gurugram Border",Ashoka Road,Highway,79.64,64.64,136.01,72.23,190.63,110.9,0.25,10.65,466.48,293.82,-0.09,382.15,38.67933333333333
"Connaught Place, Delhi","Noida, Delhi",Outer Ring Road,48.64,8,2,1,"Adchini Village, NH-48 Gurugram Border",Boulevard Road,Internal Road,115.34,89.42,216.62,106.2,359.53,200.23,0.49,24.71,799.67,539.36,0.12,658.24,34.242666666666665
"Connaught Place, Delhi","Noida, Delhi",Barapullah Corridor,46.79,11,4,1,"Barapullah Flyover, Under IIT Flyover, Rohini West Metro Station, Ashram Chowk",GT Road,Main Road,122.38,96.79,221.47,112.23,340.72,193.87,0.47,28.13,776.26,537.25,-0.43,636.7,40.11933333333333
"Connaught Place, Delhi","Noida, Delhi",NH48,25.31,11,2,1,"Yusuf Sarai Market, Adchini Village",Africa Avenue Road,Main Road,71.1,56.25,127.22,63.96,193.35,110.05,0.25,25.25,464.73,317.85,0.35,363.73,32.687333333333335
"Rithala, Delhi","Chhatarpur, Delhi",Mathura Road,20.49,12,2,3,"Ashram Chowk, Under IIT Flyover","Kanjhawala Road, Tilak Marg, Anuvrat Marg",Internal Road,68.5,55.86,115.48,61.42,157.86,92.07,0.2,14.66,380.99,270.49,-0.46,286.75,42.366
"Rithala, Delhi","Chhatarpur, Delhi",Najafgarh Road,17.11,8,1,1,Peera Garhi Chowk,GT Road,Main Road,48.38,38.22,86.59,43.08,133.64,75.79,0.17,20.47,347.56,211.2,-0.22,281.65,29.140666666666668
"Rithala, Delhi","Chhatarpur, Delhi",Vikas Marg,21.45,9,3,2,"Rohini West Metro Station, Captain Gaud Marg, Adchini Village","SSN Marg, Najafgarh Road",Internal Road,68.97,56.45,116.37,62.72,165.16,100.32,0.21,26.51,413.02,279.46,0.46,323.16,40.43
"Rithala, Delhi","Chhatarpur, Delhi",Outer Ring Road,10.5,8,1,2,Barapullah Flyover,"SSN Marg, Dwarka Link Road",Highway,37.88,31.03,62.88,33.69,85.78,56.66,0.1,13.09,215.76,158.1,0.22,185.48,33.7
"Govindpuri, Delhi","Seelampur, Delhi",Rohtak Road,26.59,6,2,1,"Peera Garhi Chowk, Adchini Village",Ashoka Road,Internal Road,69.33,54.83,125.5,63.86,197.32,116.29,0.27,20.98,498.67,332.36,-0.3,380.36,32.772666666666666
"Govindpuri, Delhi","Seelampur, Delhi",Mehrauli-Gurgaon Road,47.59,7,4,2,"Dwarka Link Road, Captain Gaud Marg, Mukraba to Madhuban Chowk, Barapullah Flyover","Ring Road, Kanjhawala Road",Main Road,123.33,98.13,222.01,114.73,349.66,196.18,0.48,26.73,783.74,530.46,0.31,640.75,45.17266666666667
"Govindpuri, Delhi","Seelampur, Delhi",NH44,32.55,10,1,2,MB Road (Saket Metro to Khanpur),"GT Road, Mathura Road",Main Road,84.04,65.77,154.14,76.03,240.11,142.88,0.33,22.35,578.67,368.85,0.17,453.68,35.17
